ORIGIN,AIRLINE,Year,flights,delayed,avg_delay,connections,pct_delayed,AIRPORT,ORIGIN_CITY,STATE,LATITUDE,LONGITUDE
ACY,Spirit Air Lines,2022,372,66,60.89393939393939,"['FLL', 'BOS', 'TPA', 'MIA', 'RSW', 'ATL', 'MCO', 'PBI', 'MYR', 'SJU']",17.741935483870968,Atlantic City International,Atlantic City,NJ,39.45758333,-74.57716667
ADK,Alaska Airlines Inc.,2022,9,3,54.0,['ANC'],33.33333333333333,Adak,Adak,AK,51.87796389,-176.6460306
ADQ,Alaska Airlines Inc.,2022,97,15,50.333333333333336,['ANC'],15.463917525773196,Kodiak,Kodiak,AK,57.74996778,-152.4938553
AEX,Endeavor Air Inc.,2022,103,20,65.95,['ATL'],19.41747572815534,Alexandria International,Alexandria,LA,31.32737167,-92.54855611
AEX,Envoy Air,2022,66,11,67.45454545454545,['DFW'],16.666666666666664,Alexandria International,Alexandria,LA,31.32737167,-92.54855611
AEX,PSA Airlines Inc.,2022,8,1,53.0,['CLT'],12.5,Alexandria International,Alexandria,LA,31.32737167,-92.54855611
AEX,SkyWest Airlines Inc.,2022,56,7,101.85714285714286,"['IAH', 'DFW']",12.5,Alexandria International,Alexandria,LA,31.32737167,-92.54855611
AGS,American Airlines Inc.,2022,3,2,59.0,"['CLT', 'DFW']",66.66666666666666,Bush,Augusta,GA,33.369955,-81.96449611
AGS,Delta Air Lines Inc.,2022,7,1,27.0,['ATL'],14.285714285714285,Bush,Augusta,GA,33.369955,-81.96449611
AGS,Endeavor Air Inc.,2022,164,17,83.47058823529412,['ATL'],10.365853658536585,Bush,Augusta,GA,33.369955,-81.96449611
AGS,Envoy Air,2022,63,12,43.75,"['ORD', 'MIA', 'DCA', 'DFW']",19.047619047619047,Bush,Augusta,GA,33.369955,-81.96449611
AGS,Mesa Airlines Inc.,2022,6,3,194.33333333333334,['DFW'],50.0,Bush,Augusta,GA,33.369955,-81.96449611
AGS,PSA Airlines Inc.,2022,97,18,48.833333333333336,"['CLT', 'DCA']",18.556701030927837,Bush,Augusta,GA,33.369955,-81.96449611
AGS,Republic Airline,2022,3,1,93.0,"['LGA', 'DCA']",33.33333333333333,Bush,Augusta,GA,33.369955,-81.96449611
AGS,SkyWest Airlines Inc.,2022,47,6,35.0,['ATL'],12.76595744680851,Bush,Augusta,GA,33.369955,-81.96449611
AKN,Alaska Airlines Inc.,2022,26,10,53.7,['ANC'],38.46153846153847,King Salmon,King Salmon,AK,58.67680167,-156.6492175
AKN,Horizon Air,2022,30,5,61.8,['ANC'],16.666666666666664,King Salmon,King Salmon,AK,58.67680167,-156.6492175
ALB,Allegiant Air,2022,52,18,86.33333333333333,"['BNA', 'PIE', 'SFB', 'MYR', 'PGD']",34.61538461538461,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,American Airlines Inc.,2022,97,15,118.93333333333334,['CLT'],15.463917525773196,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Delta Air Lines Inc.,2022,112,21,76.0,"['LGA', 'ATL']",18.75,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Endeavor Air Inc.,2022,110,17,66.23529411764706,"['LGA', 'DTW']",15.454545454545453,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Envoy Air,2022,69,14,45.0,"['MIA', 'DCA', 'ORD']",20.28985507246377,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Frontier Airlines Inc.,2022,29,6,86.16666666666667,"['TPA', 'MIA', 'RDU', 'DEN', 'MCO']",20.689655172413794,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,JetBlue Airways,2022,67,21,71.19047619047619,"['FLL', 'MCO']",31.343283582089555,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,PSA Airlines Inc.,2022,127,33,59.15151515151515,"['PHL', 'CLT', 'DCA']",25.984251968503933,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Republic Airline,2022,91,12,83.33333333333333,"['EWR', 'MIA', 'DCA', 'ORD']",13.186813186813188,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,SkyWest Airlines Inc.,2022,123,13,30.384615384615383,"['DTW', 'ORD']",10.569105691056912,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Southwest Airlines Co.,2022,290,47,64.7872340425532,"['TPA', 'BWI', 'DEN', 'MDW', 'MCO']",16.206896551724135,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,United Air Lines Inc.,2022,57,8,31.5,['ORD'],14.035087719298245,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALO,Envoy Air,2022,71,9,61.77777777777778,['ORD'],12.676056338028168,Waterloo Municipal,Waterloo,IA,42.55708139,-92.40034361
ALS,SkyWest Airlines Inc.,2022,27,3,85.66666666666667,['DEN'],11.11111111111111,San Luis Valley Regional/Bergman,Alamosa,CO,37.43491667,-105.8665556
ALW,Horizon Air,2022,59,2,37.0,['SEA'],3.389830508474576,Walla Walla Regional,Walla Walla,WA,46.09456167,-118.2880367
AMA,Allegiant Air,2022,8,1,25.0,"['LAS', 'AZA']",12.5,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
AMA,American Airlines Inc.,2022,15,10,147.7,['DFW'],66.66666666666666,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
AMA,Envoy Air,2022,87,9,61.0,['DFW'],10.344827586206897,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
AMA,Mesa Airlines Inc.,2022,32,4,96.25,['DFW'],12.5,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
AMA,SkyWest Airlines Inc.,2022,128,20,198.9,"['DEN', 'IAH', 'DFW']",15.625,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
AMA,Southwest Airlines Co.,2022,233,32,42.0,"['LAS', 'DEN', 'AUS', 'DAL']",13.733905579399142,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
ANC,Alaska Airlines Inc.,2022,1463,262,44.10687022900763,"['MSP', 'LAS', 'JNU', 'DEN', 'HNL', 'OTZ', 'ADQ', 'CDV', 'SEA', 'ORD', 'SFO', 'KOA', 'BET', 'OME', 'BRW', 'DLG', 'LAX', 'OGG', 'ADK', 'FAI', 'SCC', 'PDX', 'AKN', 'PHX', 'SLC']",17.908407382091593,Ted Stevens Anchorage International,Anchorage,AK,61.17432028,-149.9961856
ANC,American Airlines Inc.,2022,50,19,51.78947368421053,"['ORD', 'DFW']",38.0,Ted Stevens Anchorage International,Anchorage,AK,61.17432028,-149.9961856
ANC,Delta Air Lines Inc.,2022,216,25,81.88,"['SLC', 'MSP', 'SEA', 'ATL']",11.574074074074074,Ted Stevens Anchorage International,Anchorage,AK,61.17432028,-149.9961856
ANC,Horizon Air,2022,248,39,62.30769230769231,"['FAI', 'SCC', 'DLG', 'AKN', 'SEA', 'PAE']",15.725806451612904,Ted Stevens Anchorage International,Anchorage,AK,61.17432028,-149.9961856
ANC,United Air Lines Inc.,2022,103,33,144.42424242424244,"['SFO', 'DEN', 'EWR', 'IAH', 'ORD']",32.038834951456316,Ted Stevens Anchorage International,Anchorage,AK,61.17432028,-149.9961856
APN,SkyWest Airlines Inc.,2022,75,15,92.6,"['PLN', 'CIU', 'DTW']",20.0,Alpena County Regional,Alpena,MI,45.0780675,-83.56028583
ASE,SkyWest Airlines Inc.,2022,672,183,106.69398907103825,"['SFO', 'DEN', 'AUS', 'SNA', 'LAX', 'ATL', 'PHX', 'DFW', 'IAH', 'ORD']",27.232142857142854,Aspen-Pitkin Co/Sardy,Aspen,CO,39.22316,-106.868845
ATL,Alaska Airlines Inc.,2022,88,12,60.25,['SEA'],13.636363636363635,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,American Airlines Inc.,2022,682,118,100.97457627118644,"['MIA', 'LAX', 'PHL', 'PHX', 'DFW', 'CLT', 'DCA', 'ORD']",17.302052785923756,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Delta Air Lines Inc.,2022,21507,3519,54.50383631713555,"['ROA', 'GNV', 'LAS', 'STL', 'PVD', 'ELP', 'GRB', 'BZN', 'JAX', 'BTV', 'SAN', 'RIC', 'TRI', 'MKE', 'OAJ', 'DFW', 'BUF', 'BDL', 'GEG', 'PWM', 'OMA', 'IND', 'BOI', 'ATW', 'EGE', 'SJC', 'ABQ', 'OKC', 'PHL', 'EWR', 'MSY', 'AGS', 'GSO', 'ONT', 'BHM', 'EVV', 'FAY', 'JFK', 'TUS', 'MDT', 'SDF', 'CVG', 'TUL', 'MYR', 'DCA', 'LGA', 'CHS', 'STT', 'RSW', 'MDW', 'TYS', 'BOS', 'RDU', 'PNS', 'MSN', 'MOB', 'MCO', 'PHX', 'FSD', 'PSP', 'BTR', 'DTW', 'CHO', 'HNL', 'CID', 'ROC', 'SNA', 'SEA', 'DSM', 'SAV', 'MEM', 'BWI', 'JAN', 'CAE', 'HDN', 'STX', 'FLL', 'IAD', 'IAH', 'SRQ', 'HSV', 'LAX', 'EYW', 'DAY', 'DAB', 'SAT', 'PBI', 'DAL', 'SGF', 'ECP', 'GSP', 'PDX', 'VPS', 'ORF', 'JAC', 'CHA', 'SLC', 'SJU', 'CMH', 'MSP', 'TPA', 'ICT', 'DEN', 'GPT', 'HPN', 'CLT', 'ORD', 'MIA', 'SFO', 'ILM', 'AUS', 'CLE', 'HOU', 'SMF', 'TLH', 'AVL', 'BNA', 'MCI', 'TVC', 'OGG', 'MTJ', 'ANC', 'PIT', 'MLB', 'GRR', 'SYR', 'LIT', 'LEX', 'ALB', 'XNA']",16.362114660343146,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Endeavor Air Inc.,2022,2800,387,70.72609819121448,"['ROA', 'AGS', 'GNV', 'GSO', 'CHO', 'CID', 'BHM', 'SHV', 'FAY', 'EVV', 'GPT', 'ABE', 'GTR', 'HPN', 'DSM', 'BMI', 'BQK', 'JAN', 'MLI', 'CAE', 'ILM', 'MDT', 'SBN', 'TRI', 'VLD', 'OAJ', 'ABY', 'TLH', 'AVL', 'CSG', 'MYR', 'LFT', 'TUL', 'HSV', 'EYW', 'DAY', 'FWA', 'MLU', 'SGF', 'CRW', 'TYS', 'VPS', 'AEX', 'LEX', 'MOB', 'MGM', 'CHA', 'DHN', 'FSD', 'XNA', 'MSY', 'BTR']",13.821428571428571,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Envoy Air,2022,129,21,63.38095238095238,"['MIA', 'DFW', 'CLT', 'DCA', 'ORD']",16.27906976744186,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Frontier Airlines Inc.,2022,803,302,76.12913907284768,"['ISP', 'TPA', 'DTW', 'LAS', 'DEN', 'STL', 'ONT', 'PVD', 'SWF', 'ORD', 'SLC', 'BWI', 'MIA', 'SFO', 'CLE', 'CVG', 'DFW', 'FLL', 'BUF', 'IAH', 'LGA', 'BDL', 'MDW', 'SAT', 'PBI', 'TTN', 'RDU', 'PHL', 'MCO', 'PHX', 'EWR', 'MSY', 'SJU']",37.60896637608966,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,JetBlue Airways,2022,221,86,81.03488372093024,"['FLL', 'BOS', 'EWR', 'JFK']",38.91402714932127,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Mesa Airlines Inc.,2022,167,15,87.8,"['IAD', 'IAH', 'ORD']",8.982035928143713,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,PSA Airlines Inc.,2022,133,17,70.58823529411765,"['PHL', 'CLT', 'DCA']",12.781954887218044,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Republic Airline,2022,554,98,65.1734693877551,"['LGA', 'MIA', 'LEX', 'PHL', 'HHH', 'EWR', 'IAD', 'CLT', 'DCA', 'ORD']",17.689530685920577,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,SkyWest Airlines Inc.,2022,659,147,87.78231292517007,"['ROA', 'AGS', 'DEN', 'SHV', 'FAY', 'EVV', 'ABE', 'GPT', 'HPN', 'BMI', 'ORD', 'MLI', 'ILM', 'SBN', 'TRI', 'OAJ', 'IAH', 'LFT', 'FWA', 'SGF', 'CRW', 'ASE', 'MOB', 'OKC', 'CHA', 'XNA']",22.306525037936268,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Southwest Airlines Co.,2022,3283,707,51.814710042432814,"['CMH', 'TPA', 'LAS', 'DEN', 'STL', 'JAX', 'MEM', 'SAN', 'JAN', 'RIC', 'BWI', 'MIA', 'SDF', 'AUS', 'CLE', 'MKE', 'HOU', 'FLL', 'IAD', 'DCA', 'MYR', 'SRQ', 'LGA', 'OAK', 'BNA', 'RSW', 'MCI', 'MDW', 'DAL', 'SAT', 'PBI', 'OMA', 'IND', 'PIT', 'ECP', 'GSP', 'LIT', 'RDU', 'PNS', 'OKC', 'MCO', 'PHL', 'PHX', 'MSY']",21.535181236673772,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Spirit Air Lines,2022,1054,250,65.992,"['MSP', 'BOS', 'DTW', 'TPA', 'BWI', 'MIA', 'LAS', 'IAH', 'EWR', 'CLE', 'LAX', 'PHL', 'MCO', 'ACY', 'DFW', 'FLL', 'MSY', 'ORD']",23.719165085388994,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,United Air Lines Inc.,2022,449,103,69.33980582524272,"['SFO', 'DEN', 'EWR', 'IAD', 'IAH', 'ORD']",22.93986636971047,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATW,Allegiant Air,2022,99,27,53.629629629629626,"['SAV', 'BNA', 'AZA', 'LAS', 'DEN', 'PIE', 'FLL', 'SFB', 'PGD', 'SRQ']",27.27272727272727,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
ATW,Delta Air Lines Inc.,2022,34,6,32.666666666666664,['ATL'],17.647058823529413,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
ATW,Endeavor Air Inc.,2022,113,13,101.07692307692308,"['MSP', 'DTW']",11.504424778761061,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
ATW,Envoy Air,2022,86,15,64.26666666666667,"['CLT', 'ORD']",17.441860465116278,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
ATW,PSA Airlines Inc.,2022,11,0,,['CLT'],0.0,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
ATW,SkyWest Airlines Inc.,2022,120,27,97.62962962962963,"['MSP', 'DEN', 'DTW', 'ORD']",22.5,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
AUS,Alaska Airlines Inc.,2022,272,47,39.61702127659574,"['SAN', 'PDX', 'SFO', 'SJC', 'LAX', 'SEA']",17.27941176470588,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Allegiant Air,2022,170,45,48.53333333333333,"['LAS', 'SNA', 'DSM', 'BZN', 'PGD', 'MEM', 'SAN', 'AMA', 'SDF', 'CVG', 'IAD', 'AVL', 'SRQ', 'PVU', 'SGF', 'PIT', 'IND', 'TYS', 'GRR', 'ABQ', 'FSD', 'XNA', 'SFB']",26.47058823529412,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,American Airlines Inc.,2022,1648,337,94.42433234421365,"['BOS', 'TPA', 'MIA', 'JAX', 'LAS', 'JFK', 'DEN', 'LAX', 'PHL', 'MCO', 'DFW', 'PHX', 'SNA', 'IAD', 'CLT', 'SJU', 'ORD']",20.449029126213592,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Delta Air Lines Inc.,2022,992,134,82.48507462686567,"['MSP', 'BOS', 'DTW', 'LAX', 'ATL', 'SLC', 'SEA', 'JFK']",13.508064516129032,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Endeavor Air Inc.,2022,53,12,153.66666666666666,"['RDU', 'CVG']",22.641509433962266,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Envoy Air,2022,972,224,56.174107142857146,"['TPA', 'AGS', 'DEN', 'STL', 'ELP', 'BZN', 'JAX', 'ORD', 'MIA', 'SDF', 'CVG', 'DFW', 'PSP', 'IAD', 'TUL', 'AVL', 'SRQ', 'BNA', 'RSW', 'MCI', 'IND', 'VPS', 'RNO', 'RDU', 'ABQ', 'OKC', 'MSY']",23.045267489711936,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Frontier Airlines Inc.,2022,29,7,46.714285714285715,"['LAS', 'DEN']",24.137931034482758,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Hawaiian Airlines Inc.,2022,12,8,54.25,['HNL'],66.66666666666666,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Horizon Air,2022,13,4,30.5,['BOI'],30.76923076923077,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,JetBlue Airways,2022,136,38,111.1842105263158,"['BOS', 'EWR', 'LAX', 'FLL', 'JFK']",27.941176470588236,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Mesa Airlines Inc.,2022,67,7,48.142857142857146,"['IAD', 'IAH', 'DFW']",10.44776119402985,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Republic Airline,2022,16,3,26.333333333333332,"['EWR', 'PHL', 'CLT', 'MCI']",18.75,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,SkyWest Airlines Inc.,2022,218,39,77.53846153846153,"['ASE', 'SAN', 'PDX', 'SFO', 'EGE', 'DEN', 'SJC', 'LAX', 'OKC', 'ELP', 'DFW', 'PSP', 'SEA', 'TUL', 'IAH', 'ORD']",17.889908256880734,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Southwest Airlines Co.,2022,3503,840,52.175,"['MSP', 'CMH', 'TPA', 'LAS', 'DEN', 'STL', 'ONT', 'ELP', 'SNA', 'MAF', 'ORD', 'BUR', 'SAN', 'MIA', 'BWI', 'AMA', 'HRL', 'HOU', 'SMF', 'FLL', 'TUL', 'DCA', 'SRQ', 'OAK', 'BNA', 'CHS', 'MCI', 'MDW', 'LAX', 'LBB', 'DAL', 'LGB', 'IND', 'PIT', 'BOS', 'ECP', 'VPS', 'RDU', 'SJC', 'ABQ', 'ATL', 'MCO', 'OKC', 'PHX', 'SLC', 'MSY']",23.979446188980873,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Spirit Air Lines,2022,148,40,61.525,"['FLL', 'LAS', 'LAX', 'MCO', 'EWR']",27.027027027027028,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,United Air Lines Inc.,2022,899,135,84.61481481481482,"['SFO', 'DEN', 'LAX', 'EWR', 'IAD', 'IAH', 'ORD']",15.016685205784205,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AVL,Allegiant Air,2022,327,82,70.2439024390244,"['MSP', 'BOS', 'PBI', 'BWI', 'VPS', 'LAS', 'DEN', 'EWR', 'AUS', 'MDW', 'EYW', 'PIE', 'HOU', 'FLL', 'SFB', 'PGD', 'SRQ']",25.076452599388375,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,American Airlines Inc.,2022,44,9,48.22222222222222,['CLT'],20.454545454545457,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Delta Air Lines Inc.,2022,154,15,46.8,"['ATL', 'MSP']",9.740259740259742,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Endeavor Air Inc.,2022,64,14,138.5,"['LGA', 'MSP', 'ATL']",21.875,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Envoy Air,2022,99,26,59.53846153846154,"['MIA', 'AUS', 'DFW', 'CLT', 'DCA', 'ORD']",26.262626262626267,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,JetBlue Airways,2022,8,5,61.6,['BOS'],62.5,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,PSA Airlines Inc.,2022,169,29,62.48275862068966,"['PHL', 'CLT', 'DCA']",17.159763313609467,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Republic Airline,2022,67,8,90.5,"['LGA', 'BOS', 'PHL', 'EWR', 'CLT', 'DCA', 'ORD']",11.940298507462686,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,SkyWest Airlines Inc.,2022,32,8,35.25,"['DFW', 'ORD']",25.0,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVP,American Airlines Inc.,2022,92,8,143.5,['CLT'],8.695652173913043,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,Envoy Air,2022,77,9,43.55555555555556,['ORD'],11.688311688311687,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,PSA Airlines Inc.,2022,15,3,44.333333333333336,['CLT'],20.0,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,Republic Airline,2022,9,0,,['EWR'],0.0,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,SkyWest Airlines Inc.,2022,5,2,78.0,['ORD'],40.0,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AZO,Endeavor Air Inc.,2022,99,17,98.11764705882354,['DTW'],17.17171717171717,Kalamazoo County,Kalamazoo,MI,42.234875,-85.5520575
AZO,Envoy Air,2022,66,11,38.81818181818182,['ORD'],16.666666666666664,Kalamazoo County,Kalamazoo,MI,42.234875,-85.5520575
BDL,American Airlines Inc.,2022,392,85,94.56470588235294,"['MIA', 'PHL', 'DFW', 'CLT', 'DCA', 'ORD']",21.683673469387756,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Delta Air Lines Inc.,2022,368,25,59.4,"['MSP', 'DTW', 'ATL']",6.7934782608695645,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Endeavor Air Inc.,2022,30,6,56.666666666666664,"['LGA', 'DTW']",20.0,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Envoy Air,2022,33,6,57.666666666666664,"['ORD', 'MIA']",18.181818181818183,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Frontier Airlines Inc.,2022,113,46,99.97826086956522,"['LAS', 'DEN', 'RDU', 'ATL', 'MCO', 'SJU']",40.707964601769916,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
