ORIGIN,AIRLINE,Year,flights,delayed,avg_delay,connections,pct_delayed,AIRPORT,ORIGIN_CITY,STATE,LATITUDE,LONGITUDE
AUS,Republic Airline,2020,62,2,24.5,"['MIA', 'DEN', 'EWR', 'CLT', 'IAH', 'ORD']",3.225806451612903,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,SkyWest Airlines Inc.,2020,67,8,41.625,"['MSP', 'SAN', 'SFO', 'DEN', 'SJC', 'LAX', 'SEA', 'ORD']",11.940298507462686,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Southwest Airlines Co.,2020,1530,72,39.18055555555556,"['TPA', 'LAS', 'DEN', 'STL', 'ELP', 'SAN', 'BWI', 'HRL', 'HOU', 'SMF', 'FLL', 'DCA', 'OAK', 'BNA', 'MCI', 'MDW', 'LAX', 'LBB', 'DAL', 'LGB', 'ECP', 'SJC', 'ABQ', 'ATL', 'MCO', 'PHX', 'SLC', 'MSY']",4.705882352941177,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Spirit Air Lines,2020,195,29,50.44827586206897,"['DTW', 'BWI', 'LAS', 'EWR', 'DEN', 'LAX', 'ATL', 'MCO', 'ACY', 'DFW', 'FLL', 'MSY', 'ORD']",14.871794871794872,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,United Air Lines Inc.,2020,389,41,67.2439024390244,"['SFO', 'DEN', 'LAX', 'EWR', 'IAD', 'IAH', 'ORD']",10.539845758354756,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AVL,Allegiant Air,2020,222,38,75.47368421052632,"['BOS', 'PBI', 'BWI', 'EWR', 'DEN', 'AUS', 'MDW', 'PIE', 'HOU', 'FLL', 'SFB', 'PGD', 'SRQ']",17.117117117117118,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Delta Air Lines Inc.,2020,20,1,89.0,['ATL'],5.0,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Endeavor Air Inc.,2020,143,15,42.0,['ATL'],10.48951048951049,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Envoy Air,2020,22,5,37.4,['CLT'],22.727272727272727,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,ExpressJet Airlines LLC d/b/a aha!,2020,1,1,17.0,['EWR'],100.0,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Mesa Airlines Inc.,2020,38,5,75.6,['DFW'],13.157894736842104,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,PSA Airlines Inc.,2020,171,22,51.09090909090909,"['PHL', 'CLT']",12.865497076023392,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Republic Airline,2020,28,1,82.0,"['LGA', 'PHL', 'CLT']",3.571428571428571,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,SkyWest Airlines Inc.,2020,33,7,73.57142857142857,"['IAD', 'ORD']",21.21212121212121,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Spirit Air Lines,2020,9,0,,"['MCO', 'GSO']",0.0,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVP,Delta Air Lines Inc.,2020,8,1,36.0,['ATL'],12.5,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,Endeavor Air Inc.,2020,3,0,,['DTW'],0.0,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,Envoy Air,2020,28,4,138.25,['ORD'],14.285714285714285,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,PSA Airlines Inc.,2020,113,14,76.42857142857143,['CLT'],12.389380530973451,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,Republic Airline,2020,4,1,26.0,['CLT'],25.0,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,SkyWest Airlines Inc.,2020,40,5,117.4,"['DTW', 'ORD']",12.5,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AZO,Endeavor Air Inc.,2020,39,4,78.25,"['MSP', 'DTW']",10.256410256410255,Kalamazoo County,Kalamazoo,MI,42.234875,-85.5520575
AZO,Envoy Air,2020,43,6,114.16666666666667,['ORD'],13.953488372093023,Kalamazoo County,Kalamazoo,MI,42.234875,-85.5520575
AZO,ExpressJet Airlines LLC d/b/a aha!,2020,12,1,41.0,['ORD'],8.333333333333332,Kalamazoo County,Kalamazoo,MI,42.234875,-85.5520575
AZO,SkyWest Airlines Inc.,2020,92,8,65.25,"['MSP', 'DTW', 'ORD']",8.695652173913043,Kalamazoo County,Kalamazoo,MI,42.234875,-85.5520575
BDL,American Airlines Inc.,2020,232,14,31.642857142857142,"['MIA', 'LAX', 'PHL', 'DFW', 'CLT', 'ORD']",6.0344827586206895,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Delta Air Lines Inc.,2020,198,12,34.083333333333336,"['MSP', 'DTW', 'ATL']",6.0606060606060606,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Endeavor Air Inc.,2020,148,11,55.0,"['MSP', 'DTW', 'RDU', 'CLE', 'CVG']",7.4324324324324325,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Envoy Air,2020,8,1,313.0,['ORD'],12.5,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,ExpressJet Airlines LLC d/b/a aha!,2020,5,0,,['ORD'],0.0,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Frontier Airlines Inc.,2020,18,2,24.5,"['BTV', 'MCO', 'DEN', 'MIA']",11.11111111111111,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,JetBlue Airways,2020,212,33,66.0,"['PBI', 'TPA', 'RSW', 'LAX', 'MCO', 'FLL', 'SJU']",15.566037735849056,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Mesa Airlines Inc.,2020,72,4,59.5,"['IAD', 'IAH']",5.555555555555555,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,PSA Airlines Inc.,2020,77,9,97.0,"['PHL', 'CLT', 'DCA']",11.688311688311687,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Republic Airline,2020,121,4,30.75,"['MIA', 'PHL', 'CLT', 'DCA', 'ORD']",3.3057851239669422,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
