ORIGIN,AIRLINE,Year,flights,delayed,avg_delay,connections,pct_delayed,AIRPORT,ORIGIN_CITY,STATE,LATITUDE,LONGITUDE
AEX,SkyWest Airlines Inc.,2019,4,1,19.0,['ATL'],25.0,Alexandria International,Alexandria,LA,31.32737167,-92.54855611
AGS,Delta Air Lines Inc.,2019,99,4,47.0,['ATL'],4.040404040404041,Bush,Augusta,GA,33.369955,-81.96449611
AGS,Endeavor Air Inc.,2019,212,28,72.92857142857143,['ATL'],13.20754716981132,Bush,Augusta,GA,33.369955,-81.96449611
AGS,Envoy Air,2019,12,2,54.5,"['ORD', 'DFW']",16.666666666666664,Bush,Augusta,GA,33.369955,-81.96449611
AGS,PSA Airlines Inc.,2019,129,23,104.69565217391305,['CLT'],17.829457364341085,Bush,Augusta,GA,33.369955,-81.96449611
AGS,SkyWest Airlines Inc.,2019,16,4,97.0,"['ATL', 'DFW']",25.0,Bush,Augusta,GA,33.369955,-81.96449611
AKN,Alaska Airlines Inc.,2019,6,0,,['ANC'],0.0,King Salmon,King Salmon,AK,58.67680167,-156.6492175
ALB,Allegiant Air,2019,66,18,103.27777777777777,"['SAV', 'PIE', 'SFB', 'MYR', 'PGD']",27.27272727272727,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,American Airlines Inc.,2019,92,14,92.0,['CLT'],15.217391304347828,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Delta Air Lines Inc.,2019,148,15,42.733333333333334,"['ATL', 'MSP', 'DTW']",10.135135135135135,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Endeavor Air Inc.,2019,17,6,32.666666666666664,"['ATL', 'DTW']",35.294117647058826,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Envoy Air,2019,44,8,56.375,['ORD'],18.181818181818183,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,ExpressJet Airlines LLC d/b/a aha!,2019,17,6,64.66666666666667,"['EWR', 'ORD']",35.294117647058826,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Frontier Airlines Inc.,2019,34,10,85.1,"['RDU', 'MCO', 'DEN', 'RSW']",29.411764705882355,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,JetBlue Airways,2019,60,25,94.64,"['FLL', 'MCO']",41.66666666666667,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Mesa Airlines Inc.,2019,7,2,21.5,['IAD'],28.57142857142857,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,PSA Airlines Inc.,2019,111,20,74.45,"['PHL', 'CLT', 'DCA']",18.01801801801802,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Republic Airline,2019,27,6,67.33333333333333,"['PHL', 'EWR', 'CLT', 'DCA', 'ORD']",22.22222222222222,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,SkyWest Airlines Inc.,2019,146,29,87.89655172413794,"['MSP', 'DTW', 'ORD']",19.863013698630137,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,Southwest Airlines Co.,2019,385,55,63.872727272727275,"['TPA', 'BWI', 'RSW', 'DEN', 'MDW', 'MCO', 'FLL']",14.285714285714285,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALB,United Air Lines Inc.,2019,69,21,75.61904761904762,['ORD'],30.434782608695656,Albany Cty,Albany,NY,42.74811944,-73.80297861
ALO,Envoy Air,2019,85,14,58.785714285714285,['ORD'],16.470588235294116,Waterloo Municipal,Waterloo,IA,42.55708139,-92.40034361
AMA,American Airlines Inc.,2019,16,2,194.0,['DFW'],12.5,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
AMA,Envoy Air,2019,57,9,53.77777777777778,['DFW'],15.789473684210526,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
AMA,ExpressJet Airlines LLC d/b/a aha!,2019,85,13,91.53846153846153,['IAH'],15.294117647058824,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
AMA,Mesa Airlines Inc.,2019,184,33,87.93939393939394,"['PHX', 'DFW']",17.934782608695652,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
AMA,SkyWest Airlines Inc.,2019,9,5,135.0,"['DEN', 'IAH']",55.55555555555556,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
AMA,Southwest Airlines Co.,2019,177,30,63.666666666666664,"['LAS', 'HOU', 'DAL']",16.94915254237288,Amarillo International,Amarillo,TX,35.2193725,-101.7059272
ANC,Alaska Airlines Inc.,2019,1527,138,40.43478260869565,"['JNU', 'HNL', 'OTZ', 'ADQ', 'CDV', 'SEA', 'ORD', 'KOA', 'BET', 'OME', 'DLG', 'LAX', 'OGG', 'ADK', 'FAI', 'SCC', 'PDX', 'AKN', 'PHX']",9.037328094302556,Ted Stevens Anchorage International,Anchorage,AK,61.17432028,-149.9961856
ANC,Allegiant Air,2019,2,0,,['BLI'],0.0,Ted Stevens Anchorage International,Anchorage,AK,61.17432028,-149.9961856
ANC,American Airlines Inc.,2019,26,6,44.0,"['LAX', 'PHX', 'DFW']",23.076923076923077,Ted Stevens Anchorage International,Anchorage,AK,61.17432028,-149.9961856
ANC,Delta Air Lines Inc.,2019,203,11,71.54545454545455,"['SLC', 'MSP', 'SEA', 'ATL']",5.41871921182266,Ted Stevens Anchorage International,Anchorage,AK,61.17432028,-149.9961856
ANC,JetBlue Airways,2019,16,3,85.66666666666667,"['SEA', 'PDX']",18.75,Ted Stevens Anchorage International,Anchorage,AK,61.17432028,-149.9961856
ANC,United Air Lines Inc.,2019,98,17,142.52941176470588,"['SFO', 'DEN', 'EWR', 'IAH', 'ORD']",17.346938775510203,Ted Stevens Anchorage International,Anchorage,AK,61.17432028,-149.9961856
APN,SkyWest Airlines Inc.,2019,58,9,54.77777777777778,"['PLN', 'DTW']",15.517241379310345,Alpena County Regional,Alpena,MI,45.0780675,-83.56028583
ART,PSA Airlines Inc.,2019,21,4,93.75,['PHL'],19.047619047619047,Watertown Intl,Watertown,NY,43.99192222,-76.02173861
ASE,SkyWest Airlines Inc.,2019,685,196,108.87244897959184,"['MSP', 'SFO', 'DEN', 'LAX', 'ATL', 'PHX', 'DFW', 'SLC', 'IAH', 'ORD']",28.613138686131386,Aspen-Pitkin Co/Sardy,Aspen,CO,39.22316,-106.868845
ATL,Alaska Airlines Inc.,2019,63,11,41.36363636363637,['SEA'],17.46031746031746,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,American Airlines Inc.,2019,1300,216,76.65277777777777,"['LGA', 'MIA', 'LAX', 'PHL', 'PHX', 'DFW', 'CLT', 'DCA', 'ORD']",16.615384615384617,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Delta Air Lines Inc.,2019,24978,3638,55.57586586036284,"['ROA', 'GNV', 'LAS', 'STL', 'PVD', 'ELP', 'GRB', 'BZN', 'JAX', 'BTV', 'AVP', 'SAN', 'RIC', 'TRI', 'MKE', 'DFW', 'BUF', 'LFT', 'BDL', 'PWM', 'OMA', 'IND', 'ATW', 'EGE', 'SJC', 'ABQ', 'PHL', 'OKC', 'EWR', 'MSY', 'AGS', 'GSO', 'ONT', 'BHM', 'FAY', 'JFK', 'BUR', 'TUS', 'SDF', 'MDT', 'CVG', 'TUL', 'DCA', 'MYR', 'LGA', 'OAK', 'CHS', 'STT', 'FCA', 'RSW', 'MDW', 'TYS', 'BOS', 'COS', 'RDU', 'PNS', 'MSN', 'MOB', 'MCO', 'PHX', 'FSD', 'PSP', 'BTR', 'DTW', 'MSO', 'CHO', 'HNL', 'CID', 'ROC', 'SNA', 'SEA', 'DSM', 'SAV', 'MEM', 'PHF', 'BWI', 'JAN', 'CAE', 'HDN', 'STX', 'FLL', 'IAD', 'IAH', 'SRQ', 'HSV', 'EYW', 'LAX', 'DAY', 'DAB', 'DAL', 'PBI', 'SAT', 'ECP', 'GSP', 'PDX', 'VPS', 'ORF', 'JAC', 'CHA', 'SLC', 'FNT', 'SJU', 'MSP', 'CMH', 'TPA', 'ICT', 'DEN', 'CAK', 'GPT', 'ABE', 'HPN', 'CLT', 'ORD', 'MIA', 'SFO', 'ILM', 'AUS', 'CLE', 'MHT', 'HOU', 'SMF', 'TLH', 'AVL', 'BNA', 'MCI', 'TVC', 'MTJ', 'ANC', 'PIT', 'MLB', 'CRW', 'GRR', 'SYR', 'LIT', 'LEX', 'ALB', 'XNA']",14.564817038994315,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Endeavor Air Inc.,2019,3901,540,64.42037037037036,"['ROA', 'GNV', 'AGS', 'FSM', 'GSO', 'CHO', 'CID', 'BHM', 'SHV', 'EVV', 'FAR', 'CAK', 'GPT', 'ABE', 'GRB', 'BMI', 'HPN', 'GTR', 'DSM', 'ELM', 'CLT', 'BTV', 'PHF', 'JAN', 'MLI', 'CAE', 'ILM', 'FAY', 'SBN', 'MDT', 'TRI', 'OAJ', 'EWN', 'TLH', 'IAD', 'AVL', 'CSG', 'TUL', 'LNK', 'LFT', 'MYR', 'CHS', 'HSV', 'MDW', 'EYW', 'TVC', 'FWA', 'RST', 'SGF', 'CRW', 'TYS', 'ATW', 'GSP', 'VPS', 'AEX', 'LIT', 'PIA', 'LEX', 'MOB', 'MSN', 'MGM', 'CHA', 'ALB', 'XNA', 'FNT', 'BTR']",13.842604460394769,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Envoy Air,2019,38,12,86.16666666666667,['ORD'],31.57894736842105,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,ExpressJet Airlines LLC d/b/a aha!,2019,37,5,127.4,"['IAH', 'ORD']",13.513513513513514,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Frontier Airlines Inc.,2019,376,112,73.10714285714286,"['ISP', 'TPA', 'LAS', 'DEN', 'EWR', 'MIA', 'SFO', 'AUS', 'CVG', 'SRQ', 'LGA', 'LAX', 'SAT', 'TTN', 'COS', 'RDU', 'PHL', 'MCO', 'SLC', 'SJU']",29.78723404255319,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,JetBlue Airways,2019,338,86,82.9186046511628,"['FLL', 'MCO', 'BOS', 'JFK']",25.443786982248522,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Mesa Airlines Inc.,2019,189,49,67.79591836734694,"['IAD', 'IAH']",25.925925925925924,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,PSA Airlines Inc.,2019,130,35,42.6,"['PHL', 'CLT', 'DCA']",26.923076923076923,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Republic Airline,2019,602,124,65.53225806451613,"['LGA', 'MIA', 'DEN', 'LEX', 'PHL', 'HHH', 'EWR', 'IAD', 'CLT', 'DCA', 'IAH', 'ORD']",20.59800664451827,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,SkyWest Airlines Inc.,2019,2860,481,68.29313929313929,"['ROA', 'GNV', 'AGS', 'FSM', 'GSO', 'DEN', 'CHO', 'CID', 'SHV', 'FAY', 'FAR', 'EVV', 'GTR', 'GRB', 'HPN', 'ORD', 'BQK', 'CAE', 'ILM', 'SBN', 'TRI', 'VLD', 'ABY', 'TLH', 'AVL', 'LFT', 'IAH', 'FWA', 'MLU', 'RST', 'CRW', 'ASE', 'TYS', 'AEX', 'PIA', 'LEX', 'MOB', 'MSN', 'MGM', 'CHA', 'DHN', 'BTR']",16.818181818181817,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Southwest Airlines Co.,2019,4051,758,52.82321899736148,"['MSP', 'CMH', 'TPA', 'DTW', 'LAS', 'DEN', 'STL', 'JAX', 'SAN', 'BWI', 'RIC', 'AUS', 'CLE', 'MKE', 'HOU', 'FLL', 'IAD', 'DCA', 'LGA', 'OAK', 'BNA', 'RSW', 'MCI', 'MDW', 'LAX', 'DAL', 'SAT', 'PBI', 'IND', 'PIT', 'BOS', 'GSP', 'RDU', 'PHL', 'MCO', 'PHX', 'MSY']",18.7114292767218,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,Spirit Air Lines,2019,918,167,69.2874251497006,"['MSP', 'TPA', 'DTW', 'LAS', 'DEN', 'ORD', 'BWI', 'AUS', 'CLE', 'DFW', 'FLL', 'IAH', 'LAX', 'ACY', 'BOS', 'PHL', 'MCO', 'EWR', 'MSY']",18.191721132897605,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATL,United Air Lines Inc.,2019,372,86,105.94186046511628,"['SFO', 'DEN', 'LAX', 'EWR', 'IAD', 'IAH', 'ORD']",23.118279569892472,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATW,Allegiant Air,2019,41,14,53.07142857142857,"['LAS', 'PIE', 'SFB', 'PGD', 'AZA']",34.146341463414636,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
ATW,Delta Air Lines Inc.,2019,29,2,52.0,"['ATL', 'DTW']",6.896551724137931,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
ATW,Endeavor Air Inc.,2019,61,8,90.75,"['ATL', 'MSP', 'DTW']",13.114754098360656,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
ATW,Envoy Air,2019,67,13,55.23076923076923,['ORD'],19.402985074626866,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
ATW,SkyWest Airlines Inc.,2019,217,40,67.275,"['MSP', 'DTW', 'ORD']",18.433179723502306,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
ATY,SkyWest Airlines Inc.,2019,49,12,72.66666666666667,"['PIR', 'DEN', 'ORD']",24.489795918367346,Watertown Municipal,Watertown,SD,44.91398056,-97.15471944
AUS,Alaska Airlines Inc.,2019,241,57,44.50877192982456,"['SAN', 'PDX', 'SFO', 'SJC', 'SEA']",23.651452282157674,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Allegiant Air,2019,63,15,43.8,"['PIT', 'MEM', 'VPS', 'LAS', 'ABQ', 'CVG', 'SFB', 'IND']",23.809523809523807,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,American Airlines Inc.,2019,1140,161,89.78260869565217,"['MIA', 'LAX', 'PHL', 'PHX', 'DFW', 'CLT', 'JFK', 'ORD']",14.12280701754386,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Delta Air Lines Inc.,2019,846,121,65.20661157024793,"['MSP', 'BOS', 'DTW', 'LAX', 'ATL', 'SLC', 'SEA', 'JFK']",14.30260047281324,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Endeavor Air Inc.,2019,33,4,86.25,"['DTW', 'RDU', 'CVG']",12.121212121212121,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,ExpressJet Airlines LLC d/b/a aha!,2019,5,2,16.5,['IAH'],40.0,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Frontier Airlines Inc.,2019,285,68,77.25,"['MSP', 'CMH', 'DTW', 'TPA', 'LAS', 'DEN', 'ONT', 'SNA', 'SEA', 'ORD', 'SAN', 'SFO', 'CLE', 'CVG', 'IAD', 'ATL', 'MCO', 'PHL', 'SLC', 'MSY']",23.859649122807017,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,JetBlue Airways,2019,236,55,79.45454545454545,"['BOS', 'MCO', 'FLL', 'LGB', 'JFK']",23.30508474576271,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Mesa Airlines Inc.,2019,124,15,111.6,"['IAD', 'IAH']",12.096774193548388,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Republic Airline,2019,59,7,87.0,"['EWR', 'DEN', 'ORD', 'MIA']",11.864406779661017,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,SkyWest Airlines Inc.,2019,208,40,57.475,"['SAN', 'DTW', 'SFO', 'DEN', 'SJC', 'LAX', 'SLC', 'IAH']",19.230769230769234,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Southwest Airlines Co.,2019,2537,394,53.4492385786802,"['TPA', 'LAS', 'DEN', 'STL', 'ELP', 'SAN', 'BWI', 'SFO', 'HRL', 'HOU', 'SMF', 'FLL', 'DCA', 'OAK', 'BNA', 'MCI', 'MDW', 'LAX', 'LBB', 'DAL', 'IND', 'BOS', 'ECP', 'RDU', 'SJC', 'ABQ', 'ATL', 'MCO', 'PHX', 'EWR', 'MSY']",15.530153724871894,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,Spirit Air Lines,2019,297,38,79.6842105263158,"['DTW', 'BWI', 'LAS', 'DEN', 'LAX', 'ATL', 'MCO', 'FLL', 'MSY', 'ORD']",12.794612794612794,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AUS,United Air Lines Inc.,2019,845,181,69.65745856353591,"['SFO', 'DEN', 'LAX', 'EWR', 'IAD', 'IAH', 'ORD']",21.420118343195266,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AVL,Allegiant Air,2019,234,54,50.351851851851855,"['PBI', 'BWI', 'DEN', 'EWR', 'PIE', 'FLL', 'SFB', 'PGD', 'SRQ']",23.076923076923077,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Delta Air Lines Inc.,2019,39,3,27.333333333333332,['ATL'],7.6923076923076925,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Endeavor Air Inc.,2019,126,26,64.6923076923077,"['LGA', 'ATL', 'DTW']",20.634920634920633,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,ExpressJet Airlines LLC d/b/a aha!,2019,1,0,,['EWR'],0.0,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Mesa Airlines Inc.,2019,24,6,237.5,['DFW'],25.0,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,PSA Airlines Inc.,2019,243,44,71.3409090909091,"['PHL', 'CLT']",18.106995884773664,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Republic Airline,2019,15,3,134.33333333333334,['LGA'],20.0,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,SkyWest Airlines Inc.,2019,223,50,125.34,"['ATL', 'ORD']",22.421524663677133,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVL,Spirit Air Lines,2019,65,12,71.08333333333333,"['FLL', 'MCO', 'TPA']",18.461538461538463,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVP,Delta Air Lines Inc.,2019,35,2,70.5,['ATL'],5.714285714285714,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,Envoy Air,2019,65,18,65.66666666666667,['ORD'],27.692307692307693,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,ExpressJet Airlines LLC d/b/a aha!,2019,4,1,133.0,['ORD'],25.0,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,PSA Airlines Inc.,2019,139,17,102.88235294117646,['CLT'],12.23021582733813,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AVP,SkyWest Airlines Inc.,2019,112,16,136.4375,"['DTW', 'ORD']",14.285714285714285,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
AZO,Envoy Air,2019,101,13,72.6923076923077,['ORD'],12.871287128712872,Kalamazoo County,Kalamazoo,MI,42.234875,-85.5520575
AZO,ExpressJet Airlines LLC d/b/a aha!,2019,10,0,,['ORD'],0.0,Kalamazoo County,Kalamazoo,MI,42.234875,-85.5520575
AZO,SkyWest Airlines Inc.,2019,121,24,55.708333333333336,"['MSP', 'DTW']",19.834710743801654,Kalamazoo County,Kalamazoo,MI,42.234875,-85.5520575
BDL,American Airlines Inc.,2019,537,66,63.03030303030303,"['MIA', 'LAX', 'PHL', 'DFW', 'CLT', 'ORD']",12.290502793296088,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Delta Air Lines Inc.,2019,464,59,62.03389830508475,"['ATL', 'MSP', 'DTW']",12.71551724137931,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Endeavor Air Inc.,2019,104,9,37.44444444444444,"['MSP', 'DTW', 'RDU', 'CLE', 'CVG']",8.653846153846153,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Envoy Air,2019,39,9,53.44444444444444,['ORD'],23.076923076923077,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,ExpressJet Airlines LLC d/b/a aha!,2019,3,2,32.5,['ORD'],66.66666666666666,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Frontier Airlines Inc.,2019,32,9,80.55555555555556,"['RDU', 'MCO', 'DEN', 'MIA']",28.125,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,JetBlue Airways,2019,380,102,73.47058823529412,"['PBI', 'TPA', 'RSW', 'MCO', 'FLL', 'DCA', 'SJU']",26.842105263157894,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BDL,Mesa Airlines Inc.,2019,100,13,85.3076923076923,"['IAD', 'IAH']",13.0,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
